"","BYOMEICD","BYOMEI","CNT"
"6449","R208","しびれ感",105
"6450","R208","知覚障害",1
"6451","R21","斑状皮疹",2
"6452","R221","頚部腫瘤",15
"6453","R222","前胸部腫瘤",2
"6454","R222","肛門部腫瘤",1
"6455","R222","腹壁腫瘤",1
"6456","R229","皮下腫瘤",6
"6457","R229","皮膚腫瘤",1
"6458","R232","ほてり",1
"6459","R233","大腿部皮下出血",1
"6460","R233","広汎性皮下出血",1
"6461","R233","皮下出血",2
"6462","R251","半側振戦",3
"6463","R251","振戦",23
"6464","R252","こむら返り",76
"6465","R252","下肢痙縮",4
"6466","R252","四肢筋痙攣",3
"6467","R252","有痛性筋痙攣",11
"6468","R252","痙攣",10
"6469","R252","筋痙縮",25
"6470","R252","間代強直性痙攣",7
"6471","R258","不随意運動症",15
"6472","R262","歩行障害",3
"6473","R268","運動器不安定症",10
"6474","R270","運動失調",2
"6475","R278","首下がり症候群",2
"6476","R290","テタニー",37
"6477","R298","上肢脱力",1
"6478","R298","四肢筋力低下",2
"6479","R298","四肢脱力感",1
"6480","R298","筋力低下",9
"6481","R31","機能性性器出血",2
"6482","R31","肉眼的血尿",8
"6483","R31","血尿",44
"6484","R31","顕微鏡的血尿",3
"6485","R32","夜尿症",3
"6486","R32","尿失禁症",10
"6487","R33","不完全尿閉",2
"6488","R33","尿閉",31
"6489","R33","膀胱タンポナーデ",30
"6490","R34","無尿",1
"6491","R35","多尿",2
"6492","R35","夜間多尿",15
"6493","R35","夜間頻尿症",37
"6494","R35","頻尿症",100
"6495","R391","排尿困難",32
"6496","R391","排尿障害",33
"6497","R402","一過性意識障害",9
"6498","R402","急性意識障害",12
"6499","R402","意識消失",22
"6500","R402","意識障害",41
"6501","R402","昏睡",1
"6502","R402","遷延性意識障害",4
"6503","R410","見当識障害",2
"6504","R413","健忘症",5
"6505","R418","病態失認",1
"6506","R42","めまい",25
"6507","R42","めまい感",11
"6508","R42","めまい症",252
"6509","R429","めまい感",1
"6510","R431","嗅覚異常",2
"6511","R432","味覚障害",31
"6512","R443","幻覚",1
"6513","R451","不穏状態",3
"6514","R451","興奮状態",2
"6515","R452","落ち込み",2
"6516","R458","精神運動興奮状態",2
"6517","R464","行動緩慢",2
"6518","R468","不登校",2
"6519","R470","不全失語症",1
"6520","R470","失語症",2
"6521","R471","構音障害",33
"6522","R490","嗄声",10
"6523","R490","発声困難",1
"6524","R490","発声障害",11
"6525","R498","音声障害",8
"6526","R509","不明熱",48
"6527","R509","本態性高体温症",1
"6528","R509","発熱",19
"6529","R509","術後発熱",3
"6530","R51","頭痛",141
"6531","R51","顔面痛",1
"6532","R520","急性疼痛",7
"6533","R521","難治性疼痛",376
"6534","R522","慢性疼痛",154
"6535","R522","癌性持続痛",4
"6536","R522","癌性疼痛",651
"6537","R522","癌性突出痛",21
"6538","R522","非がん性慢性疼痛",46
"6539","R522","非癌性慢性疼痛",5
"6540","R529","疼痛",277
"6541","R529","皮膚疼痛症",1
"6542","R53","体力低下",3
"6543","R53","倦怠感",15
"6544","R53","全身倦怠感",7
"6545","R53","易疲労感",1
"6546","R53","疲労感",9
"6547","R53","虚弱",3
"6548","R55","失神",42
"6549","R55","虚脱",32
"6550","R560","熱性痙攣",10
"6551","R568","てんかん様発作",1
"6552","R568","全身痙攣発作",9
"6553","R568","泣き入りひきつけ",2
"6554","R568","無熱性痙攣",1
"6555","R568","症候性痙攣発作",2
"6556","R568","痙攣重積発作",55
"6557","R570","心原性ショック",28
"6558","R571","出血性ショック",50
"6559","R571","循環血液量減少性ショック",12
"6560","R578","エンドトキシン性ショック",1
"6561","R579","ショック",41
"6562","R579","急性循環不全",508
"6563","R58","内出血",2
"6564","R58","出血",8
"6565","R58","多量出血",1
"6566","R58","小動脈出血",1
"6567","R58","急性大量出血",4
"6568","R590","縦隔リンパ節腫脹",12
"6569","R590","腋窩リンパ節腫脹",5
"6570","R590","限局性リンパ節腫大",5
"6571","R590","頚部リンパ節腫脹",29
"6572","R590","顎下リンパ節腫脹",2
"6573","R590","鼡径部リンパ節腫脹",7
"6574","R591","リンパ節症",1
"6575","R599","リンパ節腫大",14
"6576","R600","上肢浮腫",3
"6577","R600","下肢浮腫",20
"6578","R600","下腿浮腫",64
"6579","R600","四肢浮腫",4
"6580","R600","限局性浮腫",1
"6581","R601","全身性浮腫",11
"6582","R601","高度浮腫",1
"6583","R609","浮腫",46
"6584","R609","特発性浮腫",2
"6585","R609","肝性浮腫",15
"6586","R609","腎性浮腫",127
"6587","R610","足底多汗症",1
"6588","R620","発達遅滞",2
"6589","R628","不育症",2
"6590","R628","体重増加不全",6
"6591","R628","成長障害",3
"6592","R628","身長発育不全",1
"6593","R630","食欲不振",74
"6594","R631","口渇症",2
"6595","R631","多飲症",1
"6596","R633","経口摂取困難",184
"6597","R634","体重減少",1
"6598","R634","異常体重減少",4
"6599","R64","悪液質",6
"6600","R659","全身性炎症反応症候群",8
"6601","R688","エンドトキシン血症",4
"6602","R688","冷え症",22
"6603","R688","多臓器不全",1
"6604","R701","過粘稠度症候群",1
"6605","R730","境界型糖尿病",37
"6606","R730","耐糖能異常",18
"6607","R730","耐糖能障害",1
"6608","R739","高血糖症",16
"6609","R768","ＨＣＶ抗体検査陽性",3
"6610","R770","低アルブミン血症",1
"6611","R771","低グロブリン血症",6
"6612","R771","高ＩｇＡ血症",1
"6613","R771","高ＩｇＭ血症",1
"6614","R798","遺伝性乳癌卵巣癌症候群",131
"6615","R798","高尿酸尿症",22
"6616","R80","蛋白尿",5
"6617","R81","糖尿",1
"6618","R823","ヘモグロビン尿症",119
"6619","R823","メトヘモグロビン尿症",1
"6620","R824","ケトン尿症",2
"6621","R876","子宮頚部細胞診・意義不明な異型扁平上皮細胞",1
"6622","R91","肺腫瘤",1
"6623","R91","胸部異常陰影",31
"6624","R92","乳房微細石灰化",16
"6625","R932","門脈ガス血症",1
"6626","R942","肺換気不全",7
"6627","R943","心電図異常",11
"6628","R943","早期再分極症候群",1
"6629","R945","肝機能検査異常",24
"6630","S000","前頭部打撲傷",1
"6631","S000","後頭部打撲傷",2
"6632","S000","後頭部皮下血腫",1
"6633","S000","頭部打撲",36
"6634","S000","頭部打撲傷",153
"6635","S000","頭部皮下異物",2
"6636","S001","前額部打撲傷",9
"6637","S001","前額部挫傷",4
"6638","S001","前額部皮下血腫",4
"6639","S001","眼瞼皮下出血",1
"6640","S005","口腔挫傷",1
"6641","S005","舌咬傷",1
"6642","S008","下顎挫傷",1
"6643","S008","頬部挫傷",1
"6644","S008","顔面打撲傷",5
"6645","S008","顔面挫傷",3
"6646","S010","側頭部挫創",2
"6647","S010","前頭部挫創",6
"6648","S010","後頭部挫創",9
"6649","S010","後頭部裂創",1
"6650","S010","頭部挫創",4
"6651","S010","頭部皮膚欠損創",10
"6652","S010","頭部裂創",2
"6653","S011","前額部挫創",17
"6654","S011","前額部裂創",2
"6655","S011","眉毛部裂創",1
"6656","S011","眼周囲部刺創",3
"6657","S011","眼周囲部挫創",1
"6658","S011","眼周囲部裂創",1
"6659","S011","眼周囲部貫通創",3
"6660","S011","眼瞼創傷",2
"6661","S011","眼瞼挫創",2
"6662","S012","鼻部挫創",2
"6663","S013","耳介創傷",1
"6664","S014","下顎挫創",7
"6665","S015","口唇挫創",6
"6666","S015","口腔挫創",2
"6667","S015","口腔裂創",1
"6668","S015","歯肉裂創",3
"6669","S015","舌裂創",1
"6670","S017","顔面多発挫創",19
"6671","S018","下顎裂創",1
"6672","S018","顔面刺創",1
"6673","S018","顔面咬創",3
"6674","S018","顔面外傷性異物",1
"6675","S018","顔面挫創",26
"6676","S018","顔面皮膚欠損創",29
"6677","S018","顔面裂創",6
"6678","S0200","前頭骨骨折",15
"6679","S0200","頭頂骨骨折",1
"6680","S0201","前頭骨開放骨折",3
"6681","S0210","側頭骨骨折",11
"6682","S0210","後頭骨陥没骨折",7
"6683","S0210","後頭骨骨折",9
"6684","S0210","頭蓋底骨折",13
"6685","S022","外傷性斜鼻",4
"6686","S0220","鼻骨骨折",25
"6687","S0230","眼窩吹き抜け骨折",3
"6688","S0230","眼窩底骨折",40
"6689","S0230","視神経管骨折",1
"6690","S0240","上顎体部骨折",1
"6691","S0240","頬骨弓骨折",1
"6692","S0240","頬骨骨折",9
"6693","S0241","頬骨開放骨折",6
"6694","S025","外傷性歯の破折",6
"6695","S0260","下顎骨骨折",6
"6696","S0270","頭蓋骨多発骨折",2
"6697","S0270","顔面多発骨折",2
"6698","S0271","顔面多発開放骨折",6
"6699","S0280","眼窩内側壁骨折",6
"6700","S0280","眼窩内壁骨折",1
"6701","S0280","眼窩骨折",12
"6702","S0290","頭蓋骨陥没骨折",3
"6703","S0290","頭蓋骨骨折",3
"6704","S0290","顔面骨骨折",6
"6705","S040","外傷性視力障害",1
"6706","S040","外傷性視神経損傷",1
"6707","S041","外傷性動眼神経損傷",1
"6708","S045","外傷性顔面神経麻痺",2
"6709","S050","角膜上皮損傷",6
"6710","S051","外傷性前房出血",4
"6711","S051","外傷性硝子体出血",20
"6712","S051","眼球打撲傷",8
"6713","S052","外傷性虹彩欠損",2
"6714","S052","虹彩脱出",1
"6715","S053","強膜裂傷",5
"6716","S053","眼球破裂",85
"6717","S053","眼球結膜裂傷",17
"6718","S053","眼球裂傷",3
"6719","S053","結膜創傷",6
"6720","S053","結膜裂傷",16
"6721","S053","角膜裂傷",13
"6722","S054","眼窩内異物",10
"6723","S055","眼球内異物",4
"6724","S055","眼球内鉄片外傷",4
"6725","S056","外傷性角膜穿孔",16
"6726","S056","眼球穿通創",5
"6727","S057","眼球摘出",19
"6728","S058","涙管断裂",7
"6729","S058","眼球損傷",1
"6730","S058","網膜振盪",2
"6731","S060","脳振盪",9
"6732","S0600","脳振盪・頭蓋内に達する開放創合併なし",120
"6733","S0601","脳振盪・頭蓋内に達する開放創合併あり",3
"6734","S062","びまん性軸索損傷",11
"6735","S062","脳挫傷",14
"6736","S0620","脳挫傷・頭蓋内に達する開放創合併なし",52
"6737","S0621","脳挫傷・頭蓋内に達する開放創合併あり",12
"6738","S0630","外傷性脳内血腫・頭蓋内に達する開放創合併なし",9
"6739","S0630","局所性脳挫傷・頭蓋内に達する開放創合併なし",3
"6740","S064","急性硬膜外血腫",7
"6741","S064","硬膜外血腫",6
"6742","S0640","後頭蓋窩硬膜外血腫・頭蓋内に達する開放創合併なし",4
"6743","S0640","急性硬膜外血腫・頭蓋内に達する開放創合併なし",24
"6744","S0641","急性硬膜外血腫・頭蓋内に達する開放創合併あり",13
"6745","S065","急性硬膜下血腫",7
"6746","S065","硬膜下血腫",9
"6747","S0650","半球間硬膜下血腫・頭蓋内に達する開放創合併なし",1
"6748","S0650","外傷性くも膜下出血・頭蓋内に達する開放創合併なし",3
"6749","S0650","急性硬膜下血腫・頭蓋内に達する開放創合併なし",141
"6750","S0650","硬膜下血腫・頭蓋内に達する開放創合併なし",1
"6751","S0650","閉鎖性急性硬膜下血腫",6
"6752","S0651","急性硬膜下血腫・頭蓋内に達する開放創合併あり",13
"6753","S066","外傷性くも膜下出血",19
"6754","S0660","外傷性くも膜下出血・頭蓋内に達する開放創合併なし",95
"6755","S0661","外傷性くも膜下出血・頭蓋内に達する開放創合併あり",7
"6756","S068","外傷性頭蓋内出血",6
"6757","S068","外傷性髄液鼻漏",2
"6758","S070","顔面挫滅創",3
"6759","S078","耳介挫滅創",1
"6760","S099","頭蓋骨損傷",2
"6761","S099","頭部損傷",7
"6762","S100","喉頭部血腫",1
"6763","S108","頚椎部打撲",3
"6764","S109","頚部打撲傷",2
"6765","S109","頚部挫傷",1
"6766","S111","甲状腺開放創",1
"6767","S117","頚部多発部位開放創",1
"6768","S119","頚部切創",15
"6769","S119","頚部挫創",5
"6770","S119","頚部皮膚欠損創",4
"6771","S119","頚部開放創",1
"6772","S1200","環椎破裂骨折",3
"6773","S1200","環椎骨折",2
"6774","S1210","歯突起骨折",1
"6775","S1210","軸椎骨折",4
"6776","S1220","第３頚椎椎体骨折",1
"6777","S1220","第３頚椎骨折",2
"6778","S1220","第４頚椎骨折",5
"6779","S1220","第５頚椎棘突起骨折",2
"6780","S1220","第５頚椎骨折",2
"6781","S1220","第６頚椎棘突起骨折",1
"6782","S1220","第６頚椎椎弓骨折",1
"6783","S1220","第６頚椎脱臼骨折",1
"6784","S1220","第６頚椎骨折",1
"6785","S1220","第７頚椎椎弓骨折",1
"6786","S1220","第７頚椎脱臼骨折",1
"6787","S1220","第７頚椎骨折",1
"6788","S1290","頚椎棘突起骨折",1
"6789","S1290","頚椎脱臼骨折",1
"6790","S1290","頚椎骨折",1
"6791","S131","反復性環軸椎関節亜脱臼",2
"6792","S131","環軸椎関節亜脱臼",3
"6793","S131","環軸関節亜脱臼",5
"6794","S134","外傷性頚部捻挫",4
"6795","S134","外傷性頚部症候群",5
"6796","S134","頚椎捻挫",3
"6797","S135","披裂軟骨脱臼",4
"6798","S141","上位頚髄損傷",19
"6799","S141","下位頚髄損傷",6
"6800","S141","中心性頚髄損傷",20
"6801","S141","非骨傷性頚髄損傷",37
"6802","S141","頚髄中心性損傷",3
"6803","S141","頚髄損傷",27
"6804","S141","頚髄損傷の後遺症",2
"6805","S142","頚椎神経根損傷",2
"6806","S143","腕神経叢引き抜き損傷",16
"6807","S143","腕神経叢損傷",13
"6808","S150","内頚動脈損傷",4
"6809","S150","総頚動脈損傷",3
"6810","S150","頚動脈損傷",9
"6811","S151","椎骨動脈損傷",1
"6812","S152","外頚静脈損傷",1
"6813","S159","頚部血管損傷",1
"6814","S198","喉頭外傷",1
"6815","S199","喉頭損傷",4
"6816","S199","気管損傷",4
"6817","S202","前胸部打撲傷",7
"6818","S202","前胸部挫傷",1
"6819","S202","胸部打撲傷",19
"6820","S211","前胸部刺創",1
"6821","S212","背部刺創",4
"6822","S218","側胸部刺創",1
"6823","S219","胸部皮膚欠損創",4
"6824","S2200","胸椎圧迫骨折",27
"6825","S2200","胸椎椎体骨折",8
"6826","S2200","胸椎破裂骨折",3
"6827","S2200","胸椎脱臼骨折",7
"6828","S2200","胸椎骨折",4
"6829","S2210","胸椎多発圧迫骨折",2
"6830","S2220","胸骨骨折",13
"6831","S2230","肋骨骨折",39
"6832","S2240","肋骨多発骨折",64
"6833","S225","動揺胸郭",1
"6834","S2250","閉鎖性動揺胸郭",1
"6835","S241","上位胸髄損傷",5
"6836","S241","胸髄損傷",3
"6837","S250","上大動脈損傷",2
"6838","S250","外傷性胸部大動脈解離",4
"6839","S250","胸部大動脈損傷",6
"6840","S251","腕頭動脈損傷",2
"6841","S255","肋間動脈損傷",2
"6842","S258","内胸動脈損傷",1
"6843","S268","心臓挫傷",2
"6844","S269","心臓外傷",1
"6845","S270","外傷性気胸",10
"6846","S2700","外傷性気胸・胸腔に達する開放創合併なし",13
"6847","S271","外傷性血胸",1
"6848","S2710","外傷性血胸・胸腔に達する開放創合併なし",6
"6849","S2710","閉鎖性外傷性血胸",6
"6850","S2711","外傷性血胸・胸腔に達する開放創合併あり",6
"6851","S2720","外傷性血気胸・胸腔に達する開放創合併なし",30
"6852","S2720","閉鎖性外傷性血気胸",2
"6853","S2721","外傷性血気胸・胸腔に達する開放創合併あり",3
"6854","S2721","開放性外傷性血気胸",1
"6855","S273","肺挫傷",3
"6856","S2730","肺挫傷・胸腔に達する開放創合併なし",41
"6857","S2731","肺損傷・胸腔に達する開放創合併あり",1
"6858","S278","横隔膜損傷",1
"6859","S278","縦隔血腫",7
"6860","S2780","縦隔血腫・胸腔に達する開放創合併なし",1
"6861","S2781","横隔膜損傷・胸腔に達する開放創合併あり",1
"6862","S2781","開放性食道損傷",1
"6863","S279","胸腔内血腫",9
"6864","S2790","胸腔内血腫・胸腔に達する開放創合併なし",1
"6865","S300","殿部打撲傷",3
"6866","S300","腰殿部打撲傷",1
"6867","S300","腰背部打撲傷",136
"6868","S300","腰部打撲傷",2
"6869","S300","腰部皮下血腫",2
"6870","S300","骨盤部打撲傷",3
"6871","S301","腹壁下血腫",2
"6872","S302","精巣打撲傷",1
"6873","S302","陰のう血腫",1
"6874","S309","腹部打撲傷",29
"6875","S310","殿部皮膚欠損創",1
"6876","S311","腹壁異物・開放創",3
"6877","S311","腹壁開放創",3
"6878","S312","包皮裂創",1
"6879","S312","陰茎裂創",1
"6880","S314","会陰裂傷",6
"6881","S314","腟裂傷",1
"6882","S318","腹部刺創",12
"6883","S318","腹部皮膚欠損創",1
"6884","S3200","腰椎圧迫骨折",62
"6885","S3200","腰椎椎体骨折",9
"6886","S3200","腰椎横突起骨折",7
"6887","S3200","腰椎破裂骨折",12
"6888","S3200","腰椎骨折",10
"6889","S3201","腰椎開放骨折",1
"6890","S3210","仙骨骨折",23
"6891","S3211","仙骨開放骨折",1
"6892","S3220","尾骨骨折",2
"6893","S3230","腸骨骨折",10
"6894","S3231","腸骨開放骨折",1
"6895","S3240","寛骨臼骨折",8
"6896","S3250","恥骨骨折",22
"6897","S3270","腰椎多発圧迫骨折",1
"6898","S3270","腰椎骨盤多発骨折",3
"6899","S3270","重複性垂直骨盤骨折",3
"6900","S3270","骨盤多発骨折",18
"6901","S3280","坐骨骨折",26
"6902","S3280","腰仙椎骨折",2
"6903","S3280","骨盤輪骨折",4
"6904","S3281","骨盤輪開放骨折",3
"6905","S3281","骨盤開放骨折",5
"6906","S334","外傷性恥骨結合離開",1
"6907","S350","腹部大動脈損傷",1
"6908","S355","下腹動脈損傷",1
"6909","S355","内腸骨動脈損傷",1
"6910","S355","子宮動脈損傷",1
"6911","S355","子宮静脈損傷",2
"6912","S355","腸骨血管損傷",2
"6913","S360","脾損傷",2
"6914","S3600","脾損傷・腹腔に達する開放創合併なし",5
"6915","S3601","脾損傷・腹腔に達する開放創合併あり",3
"6916","S361","肝外傷",2
"6917","S3610","肝損傷・腹腔に達する開放創合併なし",35
"6918","S3610","閉鎖性肝損傷",2
"6919","S3610","閉鎖性胆管損傷",1
"6920","S3611","肝損傷・腹腔に達する開放創合併あり",5
"6921","S3620","膵損傷・腹腔に達する開放創合併なし",5
"6922","S3631","胃損傷・腹腔に達する開放創合併あり",1
"6923","S3640","小腸損傷・腹腔に達する開放創合併なし",8
"6924","S3641","十二指腸損傷・腹腔に達する開放創合併あり",3
"6925","S3641","小腸損傷・腹腔に達する開放創合併あり",1
"6926","S3650","結腸損傷・腹腔に達する開放創合併なし",2
"6927","S366","直腸損傷",1
"6928","S367","胃腸管穿孔破裂",1
"6929","S3680","外傷性腹腔内出血",18
"6930","S3680","閉鎖性腸間膜損傷",6
"6931","S3681","開放性腸間膜損傷",2
"6932","S369","腸管損傷",1
"6933","S3690","腹腔内臓器損傷・腹腔に達する開放創合併なし",1
"6934","S3690","閉鎖性腹腔内臓器損傷",1
"6935","S3691","開放性腹腔内臓器損傷",2
"6936","S3700","腎損傷・骨盤腔に達する開放創合併なし",6
"6937","S371","尿管外傷",15
"6938","S371","尿管損傷",3
"6939","S372","膀胱外傷",3
"6940","S372","膀胱損傷",1
"6941","S373","尿道損傷",10
"6942","S373","尿道断裂",1
"6943","S3730","尿道損傷・骨盤腔に達する開放創合併なし",3
"6944","S376","子宮穿孔",1
"6945","S379","骨盤内臓器損傷",3
"6946","S390","殿部筋肉内血腫",13
"6947","S399","外陰外傷",1
"6948","S399","精巣外傷",3
"6949","S400","上腕打撲傷",1
"6950","S400","上腕部挫傷",1
"6951","S400","肩打撲傷",7
"6952","S411","上腕皮膚欠損創",1
"6953","S411","上腕部開放創",2
"6954","S4200","鎖骨遠位端骨折",10
"6955","S4200","鎖骨骨幹部骨折",6
"6956","S4200","鎖骨骨折",26
"6957","S4210","肩甲骨体部骨折",1
"6958","S4210","肩甲骨烏口突起骨折",1
"6959","S4210","肩甲骨骨折",20
"6960","S4210","肩関節脱臼骨折",6
"6961","S4220","上腕骨外科頚脱臼骨折",2
"6962","S4220","上腕骨小結節骨折",1
"6963","S4220","上腕骨解剖頚骨折",1
"6964","S4220","上腕骨近位端骨折",14
"6965","S4220","上腕骨頚部骨折",3
"6966","S4220","上腕骨骨頭骨折",3
"6967","S4221","上腕骨骨頭開放骨折",3
"6968","S4230","上腕骨骨幹部骨折",7
"6969","S4231","上腕骨骨幹部開放骨折",4
"6970","S4240","上腕骨遠位端骨折",4
"6971","S4240","上腕骨顆上骨折",1
"6972","S4241","上腕骨外上顆開放骨折",3
"6973","S4241","上腕骨通顆開放骨折",3
"6974","S430","肩関節亜脱臼",3
"6975","S430","肩関節前方脱臼",4
"6976","S430","肩関節脱臼",9
"6977","S431","肩鎖関節亜脱臼",1
"6978","S431","肩鎖関節脱臼",4
"6979","S460","肩腱板不全断裂",17
"6980","S460","肩腱板完全断裂",3
"6981","S460","肩腱板損傷",4
"6982","S460","肩腱板断裂",195
"6983","S500","肘関節部打撲傷",3
"6984","S508","前腕擦過傷",1
"6985","S510","肘部皮膚欠損創",1
"6986","S510","肘関節挫創",1
"6987","S519","前腕切創",1
"6988","S519","前腕挫創",11
"6989","S519","前腕皮膚欠損創",1
"6990","S519","前腕裂創",1
"6991","S5200","肘関節脱臼骨折",3
"6992","S5200","肘関節骨折",1
"6993","S5200","肘頭粉砕骨折",1
"6994","S5200","肘頭骨折",1
"6995","S5210","橈骨近位端骨折",3
"6996","S5210","橈骨頭骨折",1
"6997","S5220","尺骨骨幹部骨折",1
"6998","S5221","尺骨骨幹部開放骨折",1
"6999","S5230","橈骨骨幹部骨折",1
"7000","S5231","橈骨骨幹部開放骨折",3
"7001","S5240","橈骨尺骨骨折",2
"7002","S5241","橈骨尺骨骨幹部開放骨折",3
"7003","S5250","コーレス骨折",1
"7004","S5250","橈骨遠位端粉砕骨折",2
"7005","S5250","橈骨遠位端関節内骨折",19
"7006","S5250","橈骨遠位端骨折",15
"7007","S5251","橈骨遠位端開放骨折",1
"7008","S5260","橈骨尺骨遠位端骨折",4
"7009","S5280","尺骨茎状突起骨折",4
"7010","S5280","尺骨遠位端骨折",6
"7011","S5280","橈骨骨折",7
"7012","S5290","前腕骨折",3
"7013","S530","橈骨頭脱臼",6
"7014","S531","肘関節脱臼",2
"7015","S532","肘関節外側側副靱帯損傷",1
"7016","S540","尺骨神経断裂",2
"7017","S541","正中神経傷害",1
"7018","S542","外傷性橈骨神経麻痺",2
"7019","S551","橈骨動脈断裂",4
"7020","S561","示指屈筋腱損傷",1
"7021","S563","短母指伸筋腱断裂",2
"7022","S563","長母指伸筋腱断裂",5
"7023","S564","小指伸筋腱断裂",6
"7024","S564","手指伸筋腱断裂",3
"7025","S564","環指小指伸筋腱断裂",10
"7026","S564","総指伸筋腱断裂・前腕部",1
"7027","S570","肘挫滅創",2
"7028","S579","前腕圧挫傷",1
"7029","S597","前腕多発性損傷",1
"7030","S600","手指打撲傷",2
"7031","S600","母指挫傷",1
"7032","S602","手部打撲傷",7
"7033","S602","手関節部打撲傷",1
"7034","S602","手関節部挫傷",2
"7035","S608","手指皮下異物",1
"7036","S608","手掌皮下異物",1
"7037","S608","手背部擦過創",1
"7038","S610","中指挫創",3
"7039","S610","中指皮膚欠損創",1
"7040","S610","小指挫創",2
"7041","S610","環指挫創",4
"7042","S610","示指挫創",1
"7043","S610","示指皮膚欠損創",1
"7044","S618","手掌挫創",2
"7045","S618","手背部挫創",8
"7046","S619","手挫創",1
"7047","S619","手関節部切創",1
"7048","S6200","手舟状骨骨折",6
"7049","S6210","手根骨骨折",1
"7050","S6220","母指中手骨骨折",2
"7051","S6230","中手骨骨折",7
"7052","S6250","母指基節骨骨折",3
"7053","S6260","中指基節骨骨折",6
"7054","S6260","中指骨折",1
"7055","S6260","小指中節骨骨折",1
"7056","S6260","小指基節骨骨折",2
"7057","S6260","手指中節骨骨折",1
"7058","S6260","環指中節骨骨折",4
"7059","S6260","環指基節骨骨折",1
"7060","S6271","手指多発開放骨折",3
"7061","S6280","手関節脱臼骨折",1
"7062","S630","手関節脱臼",1
"7063","S631","ＭＰ関節脱臼",1
"7064","S631","ＰＩＰ関節脱臼",6
"7065","S631","母指関節脱臼",1
"7066","S668","ＴＦＣＣ損傷",1
"7067","S681","手指不全切断",6
"7068","S681","示指切断",3
"7069","S701","大腿打撲傷",3
"7070","S701","大腿部皮下血腫",4
"7071","S711","大腿挫創",6
"7072","S711","大腿皮膚欠損創",1
"7073","S711","大腿裂創",1
"7074","S711","大腿部切創",1
"7075","S711","大腿部刺創",3
"7076","S7200","大腿骨頚部骨折",39
"7077","S7200","股関節後方脱臼骨折",1
"7078","S7200","股関節脱臼骨折",7
"7079","S7210","大腿骨転子部骨折",16
"7080","S7210","大転子骨折",2
"7081","S7220","転子下骨折",16
"7082","S7230","右大腿骨骨幹部骨折",2
"7083","S7230","大腿骨骨幹部粉砕骨折",4
"7084","S7230","大腿骨骨幹部骨折",20
"7085","S7231","大腿骨骨幹部開放骨折",4
"7086","S7240","大腿骨遠位端骨折",1
"7087","S7240","大腿骨顆部骨折",3
"7088","S7241","大腿骨遠位端開放骨折",1
"7089","S7241","大腿骨顆上開放骨折",3
"7090","S7290","大腿骨粉砕骨折",3
"7091","S7290","大腿骨骨折",5
"7092","S730","股関節亜脱臼",11
"7093","S730","股関節脱臼",12
"7094","S731","股関節捻挫",1
"7095","S750","浅大腿動脈損傷",4
"7096","S750","深大腿動脈損傷",3
"7097","S750","総大腿動脈損傷",1
"7098","S761","大腿四頭筋筋肉内血腫",1
"7099","S761","大腿四頭筋部分断裂",1
"7100","S764","大腿筋肉内血腫",2
"7101","S771","大腿挫滅創",3
"7102","S798","大腿骨骨挫傷",1
"7103","S798","股関節唇損傷",4
"7104","S800","膝蓋骨打撲傷",1
"7105","S800","膝部打撲傷",12
"7106","S800","膝関節打撲傷",7
"7107","S800","膝関節挫傷",2
"7108","S801","下腿打撲傷",9
"7109","S808","下腿擦過創",1
"7110","S810","膝皮膚欠損創",1
"7111","S810","膝部挫創",8
"7112","S810","膝関節部挫創",1
"7113","S819","下腿挫創",10
"7114","S819","下腿皮膚欠損創",1
"7115","S8200","膝蓋骨粉砕骨折",2
"7116","S8200","膝蓋骨骨折",3
"7117","S8200","膝関節内骨折",1
"7118","S8200","膝関節骨折",3
"7119","S8201","膝蓋骨開放性粉砕骨折",1
"7120","S8201","膝蓋骨開放骨折",8
"7121","S8210","前十字靱帯付着部剥離骨折",1
"7122","S8210","後十字靱帯付着部剥離骨折",1
"7123","S8210","脛骨腓骨近位端粉砕骨折",3
"7124","S8210","脛骨近位端粉砕骨折",3
"7125","S8210","脛骨近位端骨折",1
"7126","S8210","脛骨高原骨折",15
"7127","S8211","脛骨高原開放骨折",1
"7128","S8220","脛骨腓骨骨幹部粉砕骨折",3
"7129","S8220","脛骨腓骨骨幹部骨折",1
"7130","S8220","脛骨腓骨骨折",5
"7131","S8220","脛骨骨幹部骨折",16
"7132","S8220","脛骨骨折",6
"7133","S8221","脛骨腓骨開放骨折",3
"7134","S8221","脛骨腓骨骨幹部開放性粉砕骨折",3
"7135","S8221","脛骨腓骨骨幹部開放骨折",9
"7136","S8221","脛骨開放骨折",18
"7137","S8221","脛骨骨幹部開放骨折",3
"7138","S8230","脛骨腓骨遠位端粉砕骨折",1
"7139","S8231","脛骨腓骨遠位端開放骨折",1
"7140","S8231","脛骨遠位端開放骨折",1
"7141","S8240","腓骨近位端骨折",1
"7142","S8240","腓骨遠位端剥離骨折",1
"7143","S8240","腓骨骨折",17
"7144","S8241","腓骨遠位端開放骨折",1
"7145","S8241","腓骨開放骨折",1
"7146","S8250","足関節内果骨折",1
"7147","S8251","足関節内果開放骨折",1
"7148","S8260","足関節外果骨折",2
"7149","S8280","足関節脱臼骨折",6
"7150","S8280","足関節骨折",8
"7151","S8281","足関節開放性脱臼骨折",3
"7152","S8281","開放性足関節脱臼粉砕骨折",3
