"","BYOMEICD","BYOMEI","CNT"
"723","C509","左乳癌の疑い",1
"724","C509","左乳癌の術後",4
"725","C509","左乳癌再発",1
"726","C509","左乳癌術後",1
"727","C509","浸潤性乳管癌",50
"728","C509","炎症性乳癌",5
"729","C509","術後乳癌",241
"730","C509","進行乳癌",6
"731","C519","外陰悪性腫瘍",12
"732","C519","外陰悪性黒色腫",56
"733","C519","外陰癌",70
"734","C519","外陰部パジェット病",83
"735","C519","外陰部有棘細胞癌",12
"736","C52","腟悪性黒色腫",12
"737","C52","腟癌",40
"738","C530","子宮頚管癌",30
"739","C538","子宮断端癌",1
"740","C539","子宮頚癌",2314
"741","C539","子宮頚部微小浸潤癌",4
"742","C539","子宮頚部腺癌",167
"743","C541","子宮内膜癌",2426
"744","C541","子宮内膜間質肉腫",4
"745","C541","子宮類内膜腺癌",3
"746","C542","子宮平滑筋肉腫",33
"747","C542","子宮肉腫",214
"748","C549","子宮体癌",1246
"749","C549","子宮体癌再発",469
"750","C549","子宮体部悪性腫瘍",7
"751","C549","子宮癌肉腫",65
"752","C55","子宮癌",6
"753","C55","子宮癌再発",180
"754","C56","再発卵巣癌",994
"755","C56","卵巣悪性腫瘍",3
"756","C56","卵巣明細胞腺癌",28
"757","C56","卵巣未分化胚細胞腫",3
"758","C56","卵巣未熟奇形腫",9
"759","C56","卵巣癌",4058
"760","C56","卵巣癌肉腫",6
"761","C570","卵管癌",241
"762","C58","絨毛癌",1
"763","C600","陰茎包皮部癌",3
"764","C609","陰茎癌",7
"765","C61","前立腺小細胞癌",1
"766","C61","前立腺癌",2754
"767","C61","前立腺癌の疑い",36
"768","C61","前立腺癌再発",3
"769","C61","前立腺癌検診",2
"770","C61","去勢抵抗性前立腺癌",502
"771","C61","進行性前立腺癌",1
"772","C61","限局性前立腺癌",17
"773","C629","精巣セミノーマ",22
"774","C629","精巣悪性腫瘍",148
"775","C629","精巣癌",36
"776","C629","胎児性精巣腫瘍",2
"777","C631","精索肉腫",6
"778","C631","精索脂肪肉腫",5
"779","C632","陰のうパジェット病",15
"780","C64","右腎癌",4
"781","C64","左腎悪性腫瘍",2
"782","C64","左腎癌",4
"783","C64","腎悪性腫瘍",538
"784","C64","腎癌",644
"785","C64","腎細胞癌",554
"786","C64","腎芽腫",14
"787","C64","透析腎癌",3
"788","C65","腎盂尿路上皮癌",9
"789","C65","腎盂癌",424
"790","C66","尿管尿路上皮癌",8
"791","C66","尿管癌",474
"792","C670","膀胱三角部膀胱癌",6
"793","C671","膀胱円蓋部膀胱癌",15
"794","C672","膀胱側壁部膀胱癌",127
"795","C673","膀胱前壁部膀胱癌",3
"796","C674","膀胱後壁部膀胱癌",103
"797","C675","膀胱頚部膀胱癌",16
"798","C676","尿管口部膀胱癌",15
"799","C677","尿膜管癌",6
"800","C679","膀胱尿路上皮癌",3
"801","C679","膀胱癌",2794
"802","C680","尿道癌",6
"803","C692","網膜芽細胞腫",543
"804","C694","ぶどう膜悪性黒色腫",18
"805","C696","眼窩悪性腫瘍",15
"806","C700","円蓋部悪性髄膜腫",27
"807","C710","大脳悪性腫瘍",2
"808","C711","前頭葉悪性腫瘍",3
"809","C711","前頭葉神経膠腫",21
"810","C711","前頭葉膠芽腫",19
"811","C711","前頭葉退形成性乏突起膠腫",12
"812","C712","側頭葉膠芽腫",43
"813","C713","頭頂葉膠芽腫",3
"814","C715","脳室上衣腫",8
"815","C716","小脳上衣腫",6
"816","C716","小脳髄芽腫",7
"817","C716","髄芽腫",76
"818","C717","第４脳室上衣腫",3
"819","C717","脳幹神経膠腫",8
"820","C719","上衣腫",15
"821","C719","乏突起神経膠腫",22
"822","C719","原始神経外胚葉腫瘍",15
"823","C719","原発性脳腫瘍",12
"824","C719","悪性神経膠腫",313
"825","C719","悪性脳腫瘍",61
"826","C719","星状細胞腫",3
"827","C719","神経膠腫",150
"828","C719","脳胚細胞腫瘍",57
"829","C719","膠芽腫",198
"830","C719","退形成性上衣腫",23
"831","C719","退形成性乏突起膠腫",9
"832","C719","退形成性星細胞腫",14
"833","C719","非定型奇形腫様／ラブドイド腫瘍",30
"834","C719","頭蓋内胚細胞腫瘍",6
"835","C719","頭蓋部脊索腫",12
"836","C719","髄芽腫",1
"837","C720","悪性脊髄腫瘍",5
"838","C721","馬尾上衣腫",2
"839","C723","視神経膠腫",201
"840","C73","悪性甲状腺腫",27
"841","C73","甲状腺乳頭癌",463
"842","C73","甲状腺悪性腫瘍",27
"843","C73","甲状腺濾胞癌",50
"844","C73","甲状腺癌",392
"845","C73","甲状腺癌（右葉）",3
"846","C73","甲状腺髄様癌",20
"847","C73","甲状腺髄様癌術後再発",1
"848","C740","副腎皮質癌",4
"849","C741","悪性褐色細胞腫",55
"850","C749","副腎悪性腫瘍",7
"851","C749","副腎悪性腫瘍術後",2
"852","C749","副腎癌",30
"853","C749","神経芽腫",201
"854","C751","悪性下垂体腫瘍",1
"855","C751","悪性下垂体腺腫",3
"856","C753","松果体悪性腫瘍",25
"857","C753","松果体未分化胚細胞腫",4
"858","C753","松果体胚細胞腫瘍",3
"859","C755","悪性傍神経節腫",17
"860","C760","頚部原発腫瘍",5
"861","C760","頚部悪性腫瘍",24
"862","C760","頭頚部癌",9
"863","C760","顎下部悪性腫瘍",22
"864","C762","腹部悪性腫瘍",1
"865","C762","腹部悪性腫瘍の疑い",2
"866","C762","腹部神経芽腫",117
"867","C770","鎖骨上リンパ節転移",104
"868","C770","頚部リンパ節転移",470
"869","C770","頚部リンパ節転移の疑い",2
"870","C771","気管支リンパ節転移",2
"871","C771","縦隔リンパ節転移",88
"872","C771","肺門リンパ節転移",18
"873","C771","胸骨傍リンパ節転移",3
"874","C772","大動脈周囲リンパ節転移",22
"875","C772","後腹膜リンパ節転移",76
"876","C772","肝門部リンパ節転移",10
"877","C772","脾門部リンパ節転移",1
"878","C772","腹腔リンパ節転移",49
"879","C772","腹腔内リンパ節の悪性腫瘍",6
"880","C773","腋窩リンパ節転移",135
"881","C774","鼡径部リンパ節転移",17
"882","C775","腸骨リンパ節転移",2
"883","C775","骨盤内リンパ節の悪性腫瘍",3
"884","C775","骨盤内リンパ節転移",47
"885","C778","多発リンパ節転移",3
"886","C778","多部位リンパ節転移",7
"887","C779","リンパ節転移",137
"888","C780","転移性肺癌",353
"889","C780","転移性肺腫瘍",888
"890","C781","転移性縦隔腫瘍",5
"891","C782","癌性胸水",51
"892","C782","癌性胸膜炎",92
"893","C782","胸膜播種",62
"894","C782","転移性胸膜腫瘍",62
"895","C783","転移性気管腫瘍",1
"896","C784","転移性十二指腸癌",1
"897","C784","転移性小腸腫瘍",9
"898","C785","転移性大腸癌",5
"899","C785","転移性大腸腫瘍",53
"900","C785","転移性直腸癌",3
"901","C785","転移性直腸腫瘍",89
"902","C786","癌性腹水",61
"903","C786","癌性腹膜炎",26
"904","C786","腹膜偽粘液腫",6
"905","C786","腹膜播種",193
"906","C786","腹膜転移",1
"907","C786","転移性後腹膜腫瘍",10
"908","C787","転移性肝癌",330
"909","C787","転移性肝腫瘍",414
"910","C788","転移性消化器腫瘍",6
"911","C788","転移性脾腫瘍",9
"912","C788","転移性膵腫瘍",38
"913","C790","転移性腎癌",5
"914","C790","転移性腎腫瘍",20
"915","C791","転移性膀胱癌",4
"916","C792","乳癌皮膚転移",9
"917","C792","皮膚白血病",1
"918","C792","転移性皮膚腫瘍",14
"919","C792","転移性腹壁腫瘍",13
"920","C793","側頭部転移性腫瘍",1
"921","C793","脊髄播種",1
"922","C793","転移性脳腫瘍",577
"923","C793","髄膜癌腫症",8
"924","C794","脈絡膜転移癌",12
"925","C794","転移性脊髄腫瘍",15
"926","C795","乳癌骨転移",173
"927","C795","前立腺癌骨転移",141
"928","C795","大腸癌骨転移",10
"929","C795","大腿骨転移性骨腫瘍",56
"930","C795","子宮癌骨転移",89
"931","C795","悪性リンパ腫骨髄浸潤",1
"932","C795","甲状腺癌骨転移",12
"933","C795","直腸癌骨転移",4
"934","C795","肋骨転移",18
"935","C795","肝癌骨転移",5
"936","C795","肺癌骨転移",116
"937","C795","胸椎転移",78
"938","C795","脊椎転移",69
"939","C795","腎癌骨転移",80
"940","C795","腫瘍性大腿骨病的骨折",7
"941","C795","腫瘍性腰椎病的骨折",3
"942","C795","腰椎転移",44
"943","C795","腸骨転移性骨腫瘍",2
"944","C795","膵臓癌骨転移",15
"945","C795","転移性頭蓋骨腫瘍",23
"946","C795","転移性骨腫瘍",422
"947","C795","転移性骨腫瘍による大腿骨骨折",6
"948","C795","頚椎転移",56
"949","C795","骨盤転移",58
"950","C795","骨転移癌",30
"951","C795","骨髄転移",20
"952","C796","転移性卵巣癌",40
"953","C797","転移性副腎腫瘍",48
"954","C798","横隔膜転移",1
"955","C798","癌性リンパ管症",10
"956","C798","癌性心膜炎",7
"957","C798","転移性乳癌",6
"958","C798","転移性胸壁腫瘍",20
"959","C798","転移性腟癌",2
"960","C798","転移性腟腫瘍",24
"961","C798","転移性腹壁腫瘍",2
"962","C798","転移性軟部腫瘍",5
"963","C798","頚部転移性腫瘍",23
"964","C799","卵巣癌全身転移",3
"965","C799","多発性癌転移",9
"966","C799","転移性扁平上皮癌",1
"967","C799","転移性黒色腫",7
"968","C80","卵巣癌全身転移",1
"969","C80","原発不明癌",9
"970","C80","悪性腫瘍",8
"971","C80","悪性腫瘍に伴う貧血",15
"972","C80","悪性腫瘍合併性皮膚筋炎",1
"973","C80","胚細胞腫",1
"974","C80","腫瘍随伴症候群",6
"975","C80","転移性腫瘍",1
"976","C800","原発不明癌",117
"977","C800","神経内分泌細胞癌・原発部位不明",1
"978","C809","カルチノイド",12
"979","C809","がん性皮膚潰瘍",73
"980","C809","リンチ症候群",10
"981","C809","傍腫瘍性辺縁系脳炎",2
"982","C809","悪性腫瘍に伴う貧血",57
"983","C809","悪性腫瘍合併皮膚筋炎",17
"984","C809","癌性悪液質",39
"985","C809","癌性貧血",24
"986","C809","神経内分泌細胞癌",18
"987","C809","神経内分泌腫瘍",66
"988","C809","胚細胞腫",8
"989","C811","結節硬化型古典的ホジキンリンパ腫",3
"990","C817","古典的ホジキンリンパ腫",24
"991","C819","ホジキンリンパ腫",38
"992","C822","濾胞性リンパ腫・グレード３ｂ",2
"993","C824","濾胞性リンパ腫・グレード３ｂ",3
"994","C829","濾胞性リンパ腫",231
"995","C830","リンパ形質細胞性リンパ腫",10
"996","C831","マントル細胞リンパ腫",28
"997","C833","びまん性大細胞型Ｂ細胞性リンパ腫",660
"998","C833","中枢神経系原発びまん性大細胞型Ｂ細胞性リンパ腫",12
"999","C833","大細胞型びまん性リンパ腫",6
"1000","C833","高齢者ＥＢＶ陽性びまん性大細胞型Ｂ細胞性リンパ腫",3
"1001","C835","Ｂリンパ芽球性リンパ腫",6
"1002","C835","Ｔリンパ芽球性リンパ腫",12
"1003","C835","リンパ芽球性リンパ腫",18
"1004","C836","未分化大細胞リンパ腫",3
"1005","C837","バーキットリンパ腫",24
"1006","C838","リンパ形質細胞性リンパ腫",3
"1007","C838","血管内大細胞型Ｂ細胞性リンパ腫",5
"1008","C839","びまん性リンパ腫",1
"1009","C840","菌状息肉症",245
"1010","C841","セザリー症候群",19
"1011","C844","ＣＣＲ４陽性末梢性Ｔ細胞リンパ腫",2
"1012","C844","末梢性Ｔ細胞リンパ腫",185
"1013","C844","末梢性Ｔ細胞リンパ腫・詳細不明",12
"1014","C845","慢性活動性ＥＢウイルス感染症",4
"1015","C851","Ｂ細胞リンパ腫",46
"1016","C851","Ｂ細胞性非ホジキンリンパ腫",198
"1017","C851","ＣＤ２０陽性Ｂ細胞性非ホジキンリンパ腫",52
"1018","C851","ＭＡＬＴリンパ腫",8
"1019","C857","ＭＡＬＴリンパ腫",3
"1020","C859","リンパ腫",30
"1021","C859","中枢神経系原発悪性リンパ腫",58
"1022","C859","大腸悪性リンパ腫",4
"1023","C859","小腸悪性リンパ腫",16
"1024","C859","心臓悪性リンパ腫",3
"1025","C859","悪性リンパ腫",769
"1026","C859","悪性リンパ腫疑い",1
"1027","C859","扁桃悪性リンパ腫",12
"1028","C859","甲状腺悪性リンパ腫",17
"1029","C859","眼内悪性リンパ腫",7
"1030","C859","精巣悪性リンパ腫",5
"1031","C859","結腸悪性リンパ腫",11
"1032","C859","縦隔悪性リンパ腫",31
"1033","C859","胃悪性リンパ腫",15
"1034","C859","脳悪性リンパ腫",52
"1035","C859","脾悪性リンパ腫",6
"1036","C859","非ホジキンリンパ腫",461
"1037","C859","頚部悪性リンパ腫",2
"1038","C859","骨悪性リンパ腫",5
"1039","C866","皮膚原発性未分化大細胞リンパ腫",27
"1040","C880","原発性マクログロブリン血症",23
"1041","C884","ＭＡＬＴリンパ腫",59
"1042","C884","肺ＭＡＬＴリンパ腫",2
"1043","C900","ベンスジョーンズ型多発性骨髄腫",46
"1044","C900","多発性骨髄腫",777
"1045","C901","形質細胞白血病",18
"1046","C902","形質細胞腫",9
"1047","C903","形質細胞腫",45
"1048","C910","Ｂリンパ芽球性白血病",33
"1049","C910","Ｐｈ陽性急性リンパ性白血病",36
"1050","C910","急性リンパ性白血病",780
"1051","C911","慢性リンパ性白血病",32
"1052","C915","成人Ｔ細胞リンパ腫",9
"1053","C915","成人Ｔ細胞性白血病",3
"1054","C915","成人Ｔ細胞白血病リンパ腫",72
"1055","C917","Ｔ細胞性大顆粒リンパ球白血病",3
"1056","C920","ＦＬＴ３−ＩＴＤ変異陽性急性骨髄性白血病",35
"1057","C920","急性骨髄性白血病",467
"1058","C921","慢性骨髄性白血病",95
"1059","C921","慢性骨髄性白血病急性転化",35
"1060","C921","慢性骨髄性白血病慢性期",15
"1061","C921","非定型慢性骨髄性白血病",1
"1062","C924","急性前骨髄球性白血病",30
"1063","C925","急性骨髄単球性白血病",21
"1064","C930","急性単球性白血病",9
"1065","C931","慢性骨髄単球性白血病",20
"1066","C940","赤白血病",1
"1067","C942","急性巨核芽球性白血病",23
"1068","C950","急性白血病",6
"1069","C950","混合型白血病",12
"1070","C951","慢性白血病",6
"1071","C959","白血病",23
"1072","C966","ランゲルハンス細胞組織球症",77
"1073","C966","肺好酸球性肉芽腫症",2
"1074","C968","悪性組織球症",3
"1075","D022","肺異型腺腫様過形成",2
"1076","D046","前腕ボーエン病",1
"1077","D046","手背ボーエン病",6
"1078","D046","環指ボーエン病",3
"1079","D047","下腿ボーエン病",3
"1080","D049","ボーエン病",32
"1081","D050","非浸潤性小葉癌",2
"1082","D051","乳管内上皮内癌",10
"1083","D051","非浸潤性乳管癌",27
"1084","D059","非浸潤性乳癌",10
"1085","D069","子宮頚上皮内癌",13
"1086","D069","子宮頚部上皮内癌",36
"1087","D069","子宮頚部上皮内腫瘍・異型度３",3
"1088","D090","膀胱上皮内癌",21
"1089","D103","口腔良性腫瘍",12
"1090","D103","軟口蓋多形腺腫",3
"1091","D105","中咽頭乳頭腫",1
"1092","D105","中咽頭良性腫瘍",1
"1093","D106","上咽頭良性腫瘍",3
"1094","D107","下咽頭良性腫瘍",3
"1095","D109","咽頭良性腫瘍",4
"1096","D110","耳下腺良性腫瘍",27
"1097","D117","顎下腺多形腺腫",1
"1098","D125","Ｓ状結腸腺腫",3
"1099","D126","大腸ポリープ",51
"1100","D126","大腸ポリポーシス",30
"1101","D126","大腸腺腫",270
"1102","D126","家族性大腸ポリポーシス",46
"1103","D126","結腸ポリープ",5
"1104","D126","腸ポリープ症",7
"1105","D126","若年性ポリープ",6
"1106","D128","直腸腺腫",3
"1107","D131","胃ポリープ",3
"1108","D131","胃ポリープ症",16
"1109","D131","胃腺腫",21
"1110","D132","十二指腸ブルンネル腺腫",7
"1111","D132","十二指腸腺腫",68
"1112","D135","十二指腸乳頭部腺腫",12
"1113","D135","総胆管のう腫",5
"1114","D135","胆のう腺筋腫",8
"1115","D135","胆のう腺筋腫症",8
"1116","D135","胆のう良性腫瘍",3
"1117","D136","膵漿液性のう胞腺腫",3
"1118","D136","膵管内乳頭粘液性腺腫",15
"1119","D137","インスリノーマ",23
"1120","D137","グルカゴノーマ",3
"1121","D137","良性膵内分泌腫瘍",14
"1122","D139","消化管ポリポーシス",6
"1123","D140","副鼻腔乳頭腫",9
"1124","D140","副鼻腔内反性乳頭腫",6
"1125","D140","鼻腔乳頭腫",6
"1126","D140","鼻腔良性腫瘍",3
"1127","D141","喉頭乳頭腫",102
"1128","D141","喉頭良性腫瘍",3
"1129","D142","気管良性腫瘍",14
"1130","D143","気管支良性腫瘍",6
"1131","D143","肺良性腫瘍",2
"1132","D143","肺過誤腫",9
"1133","D150","胸腺腫",21
"1134","D150","胸腺腫合併重症筋無力症",9
"1135","D150","被包型胸腺腫",7
"1136","D151","乳頭状線維弾性腫",3
"1137","D151","右心房粘液腫",3
"1138","D151","左心房粘液腫",20
"1139","D151","心臓の良性腫瘍",3
"1140","D160","上腕骨近位部良性骨腫瘍",6
"1141","D160","上腕骨骨幹部良性骨腫瘍",3
"1142","D160","肩甲骨良性腫瘍",2
"1143","D161","指基節骨内軟骨腫",4
